EAN;DESCRIPCION;UM BULTO
7791720031827;JABON LIQUIDO P ROPA CARREFOUR EXPERT BOT X 3 LT  ;4
7791720031834;JABON LIQUIDO P ROPA CARREFOUR EXPERT BOT X 800 CC;15
7791720031841;DETERGENTE BAJA ESP CARREFOUR EXPERT DP 1500 CC   ;8
7791720031858;DETERGENTE BAJA ESP CARREFOUR EXPERT DP 3000 CC   ;4
7791720031865;DETERGENTE BAJA ESP CARREFOUR EXPERT DP 800 CC    ;16
7791720031902;PREMEZCLA DE BIZCOCHUELO CHOCOLATE BULNEZ X 480 GR;12
7791720031919;PREMEZCLA DE BIZCOCHUELO VAINILLA BULNEZ X 480 GRS;18
7791720032237;ESP MANOS ANTIBAC FRUTAL CARREFOUR SOFT BOT X 50ML;12
7791720032244;ESP MANOS ANTIBAC FRESH CARREFOUR SOFT BOT X 50ML ;12
7791720032718;EDULCORANTE CLASICO BULNEZ SOBRES X 50 UNI        ;12
7791720032725;EDULCORANTE CLASICO BULNEZ SOBRES X 100 UNI       ;12
7791720032787;PATE DE FOIE CARREFOUR CLASSIC X 90 GRS           ;24
7791720032794;AMARGO S ALCOHOL CITRUS CARREFOUR CLASSIC X 1.5 LT;6
7791720032800;AMARGO S ALC CORDILLERANO CARREFOUR CLASSIC X1.5LT;6
7791720032817;AMARGO S ALCOHOL LIMON CARREFOUR CLASSIC X 1.5 LT ;6
7791720032824;AMARGO S ALCOHOL POMELO CARREFOUR CLASSIC X 1.5 LT;6
7791720032831;AMARGO S ALCOHOL SERRANO CARREFOUR CLASSIC X 1.5LT;6
7791720032855;PICADILLO DE CARNE CARREFOUR CLASSIC X 90 GRS     ;24
7791720032862;JABON TRICOLOR CARREFOUR SOFT 3 X 90 GRS          ;20
7791720032879;JABON TOCADOR CREMOSO CARREFOUR SOFT 3X90 GR      ;20
7791720032886;JABON TOCADOR BLANCO CARREFOUR SOFT 3X125 GR      ;20
7791720032893;JABON TOCADOR ROSAS CARREFOUR SOFT 3X90 GRS       ;20
7791720032909;JABON TOCADOR ROSA CARREFOUR SOFT 3 X 125 GRS     ;20
7791720033074;ARROZ LARGO FINO 00000 CARREFOUR BOLSA X 1 KG     ;10
7791720033128;ARROZ PARBOIL CARREFOUR BOLSA X 1 KG              ;10
7791720033203;OLEO CALCAREO CARREFOUR MY BABY BOT X 250 ML      ;15
7791720033470;EDULCORANTE LIQ CLASICO S TACC BULNEZ X 250 CC    ;6
7791720033555;GRANOLA CON PASAS CARREFOUR CLASSIC X 200 GRS     ;10
7791720033562;GRANOLA CON MANZANA CARREFOUR CLASSIC X 200 GRS   ;10
7791720033593;ATUN EN TROZOS AL NATURAL BULNEZ LATA X 170 GRS   ;48
7791720033609;ATUN EN TROZOS EN ACEITE BULNEZ LATA X 170 GRS    ;48
7791720033630;ALFAJOR ARROZ BCO DDL CARREFOUR CLASSIC X 28GRS   ;54
7791720033661;ALFAJOR ARROZ NEG LIM CARREFOUR CLASSIC 3 X 28GRS ;40
7791720033739;AGUA SAB SIN GAS POMELO CARREFOUR CLASSIC 1.5 LT  ;6
7791720033746;AGUA SAB SIN GAS MANZANA CARREFOUR CLASSIC 1.5 LT ;6
7791720033753;AGUA SAB SIN GAS NARANJA CARREFOUR CLASSIC 1.5 LT ;6
7791720033760;PURE DE TOMATE CARREFOUR CLASSIC TETRA X 520 GRS  ;12
7791720033791;GALLETITAS TIPO CRACKERS BULNEZ PACK X 101 GRS    ;48
7791720033807;GALLETITAS TIPO SALVADO BULNEZ PACK X 120 GRS     ;48
7791720033821;BARRA CEREAL ALMEN CARREFOUR EXTRA S TACC 3X23 GRS;20
7791720033838;BARRA CEREAL F SECOS CARREFOUR EXTRA S TACC 3X23 G;20
7791720034248;TARTALETA FRUTILLA CARREFOUR CLASSIC X 300 GR     ;16
7791720034255;TARTALETA FRUTOS BOSQUE CARREFOUR CLASSIC X 300 GR;16
7791720034262;GALLETITAS SCONS CARREFOUR CLASSIC X 250 GRS      ;108
7791720034279;GALLETITAS MINI PEPA CARREFOUR CLASSIC X 300 GRS  ;16
7791720034286;GALLETITAS PEPA GLASE CARREFOUR CLASSIC X 300 GRS ;16
7791720034293;GALLETITAS PEPA BATATA CARREFOUR CLASSIC X 300 GRS;16
7791720034392;PIMIENTA BLANCA CARREFOUR CLASSIC SOBRE X 25 GRS  ;24
7791720034408;ADOBO PIZZA CARREFOUR CLASSIC SOBRE X 25 GRS      ;24
7791720034422;CONDIMENTO ARROZ CARREFOUR CLASSIC SOBRE X 25 GRS ;24
7791720034439;AJI MOLIDO CARREFOUR CLASSIC SOBRE X 25 GRS       ;24
7791720034620;CHOCLO CREMA AMARILLA BULNEZ 300 GRAMOSS          ;24
7791720034637;CHOCLO ENTERO AMARILLO BULNEZ LATA X 300 GRS      ;24
7791720034644;JARDINERA BULNEZ LATA X 300 GRS                   ;24
7791720034743;HAMBURGUESAS PARRILLERAS CRF CLASSIC CAJA X 4 UNI ;18
7791720034767;LIMPIADOR LIQ ULTRA BRILLO CITRI ESSENTIAL X 380CC;16
7791720034774;PANUELOS DESC CARREFOUR SOFT BOX X 75 UNI         ;32
7791720034781;PANUELOS DESC POCKET CARREFOUR SOFT 6 X 10 UNI    ;32
7791720034798;PANUELOS DESC MINI CARREFOUR SOFT 6 X 8 UNI       ;48
7791720034804;PANUELOS DESC POCKET CARREFOUR SOFT 10 X 10 UNI   ;36
7791720034835;YERBA MATE SELECCION CARREFOUR EXTRA CAJA X 500 GR;10
7791720034842;JUGO NARANJA CARREFOUR CLASSIC TETRA X 1 LT       ;8
7791720034859;JUGO NARANJA CARREFOUR CLASSIC TETRA X 200 CC     ;18
7791720034866;JUGO MANZANA CARREFOUR CLASSIC TETRA X 200 CC     ;18
7791720034873;JUGO MANZANA CARREFOUR CLASSIC TETRA X 1 LT       ;8
7791720034880;JUGO MULTIFRUTA CARREFOUR CLASSIC TETRA X 1 LT    ;8
7791720034897;JUGO MULTIFRUTA CARREFOUR CLASSIC TETRA X 200 CC  ;18
7791720034934;BARRA CEREAL AVENA Y MIEL CARREFOUR CLASSIC X3UNI ;40
7791720034941;BARRA DE CEREAL MANZANA CARREFOUR CLASSIC X 3 UNI ;40
7791720034972;GASEOSA COLA DIETETICA CARREFOUR CLASSIC 2.25 LT  ;6
7791720034989;GASEOSA TONICA DIETETICA CARREFOUR CLASSIC 2.25 LT;6
7791720035047;ANTITRANSPIRANTE FRESH CARREFOUR SOFT X 150 CC    ;24
7791720035085;ANTITRANSPIRANTE ACTIVE CARREFOUR MEN X 150 CC    ;12
7791720035153;AGUA SAB S GAS MANZANA CARREFOUR CLASSIC PET X2LT ;6
7791720035160;AGUA SAB S GAS NARANJA CARREFOUR CLASSIC PET X2LT ;6
7791720035177;AGUA SAB S GAS POMELO CARREFOUR CLASSIC PET X2LT  ;6
7791720035184;AGUA SAB S GAS LIMONADA CARREFOUR CLASSIC PET X2LT;6
7791720035191;AGUA SAB S GAS PERA CARREFOUR CLASSIC PET X2LT    ;6
7791720035450;CAFE MOLIDO TORRADO CARREFOUR CLASSIC X 250 GR    ;12
7791720035467;CAFE MOLIDO TORRADO CARREFOUR CLASSIC X 500 GR    ;6
7791720035474;CAFE INSTANTANEO SUAVE CARREFOUR CLASSIC X 100 GRS;12
7791720035481;CAFE INSTANTANEO SUAVE CRF CLASSIC FRASCO X 170 GR;12
7791720035498;CAFE INSTANTA SUAVE CARREFOUR CLASSIC DP X 170 GRS;12
7791720035511;CAFE INSTANTANEO CLASICO CRF CLASSIC FRASC X 170 G;12
7791720035528;CAFE INSTANTANEO CLASICO CARREFOUR CLASSIC X 100 G;12
7791720035535;JABON LIQUIDO PARA ROPA BULNEZ DOYPACK 800 ML     ;16
7791720035542;JABON LIQUIDO PARA ROPA BULNEZ DOYPACK 1.5 LTS    ;8
7791720035559;JABON LIQUIDO PARA ROPA BULNEZ DOYPACK 3 LTS      ;4
7791720035825;SALSA LISTA PIZZA CARREFOUR CLASSIC X 340 GRS     ;12
7791720035955;VINAGRE DE ALCOHOL BULNEZ 1 LT                    ;12
7791720035962;VINAGRE DE ALCOHOL BULNEZ BIDON 5000 CC           ;3
7791720035986;VINAGRE DE MANZANA BULNEZ BOTELLA 500 CC          ;12
7791720036020;ALCOHOL ETILICO BULNEZ BOTELLA 500 CC             ;20
7791720036037;JUGO DE LIMON BULNEZ BOTELLA 500 CC               ;12
7791720036044;JUGO DE LIMON BULNEZ BOTELLA 1000 CC              ;12
7791720036112;CREMA ROSA PIEL SECA CARREFOUR SOFT POMO X 60GR   ;12
7791720036129;CREMA ROSA PIEL SECA CARREFOUR SOFT POMO X 200GR  ;24
7791720036181;LIMP VIDRIO MULTIUSO CARREFOUR EXPERT DP X 450CC  ;16
7791720036204;LIMPIADOR BANO CARREFOUR EXPERT DP X 450CC        ;16
7791720036259;TOMATE PERITA ENTERO BULNEZ LATA X 400 GRS        ;24
7791720036273;PURE DE TOMATES BULNEZ X 520 GRS                  ;24
7791720036280;ACETO BALSAMICO DI MODENA CARREFOUR EXTRA X 250 CC;12
7791720036297;ACETO BALSAMICO DI MODENA CARREFOUR EXTRA X 500 CC;12
7791720036464;HAMBURGUESA CARNE MEGA GIGANTE CLASSIC X 2 UNID.  ;10
7791720036471;EDULCORANTE SUCRALOSA CRF CLASSIC SOBRES X 50 UNI ;3
7791720036488;EDULCORANTE SUCRALOSA CRF CLASSIC SOBRES X 100 UNI;3
7791720036501;POROTOS ALUBIA CARREFOUR CLASSIC BOLSA X 400 GR   ;10
7791720036624;MAIZ DULCE EN GRANOS CARREFOUR EXTRA X 340 GRS    ;24
7791720036631;SUAVIZANTE CONC ELE CARREFOUR ESSENTIAL DP X 400  ;16
7791720036655;SUAVIZANTE CONC AD CARREFOUR ESSENTIAL DP X 400   ;16
7791720036679;HARINA DE TRIGO 0000 BULNEZ X 1 KG                ;10
7791720036686;HARINA DE TRIGO 000 BULNEZ X 1 KG                 ;10
7791720036808;BIZCOCHOS BISCUITS CARREFOUR CLASSIC X 140 GR     ;20
7791720036907;FIDEOS CODOS BULNEZ PAQUETE X 500 GRS             ;20
7791720036914;FIDEOS MOSTACHOL BULNEZ PAQUETE X 500 GRS         ;20
7791720036921;FIDEO SPAGHETTI BULNEZ PAQUETE X 500 GRAMOS       ;12
7791720036938;FIDEO TALLARIN BULNEZ PAQUETE X 500 GRAMOS        ;12
7791720036945;FIDEO TIRABUZONES BULNEZ PAQUETE X 500 GRAMOS     ;20
7791720036976;YERBA MATE C PALO SUAVE CARREFOUR CLASSIC X 500G  ;24
7791720036983;YERBA MATE C PALO SUAVE CARREFOUR CLASSIC X 1 K   ;6
7791720036990;BIZCOCHOS AZUCARADOS CARREFOUR CLASSIC X 200 GRS  ;22
7791720037003;BIZCOCHOS DE GRASA CARREFOUR CLASSIC X 200 GRS    ;22
7791720037034;PAPAS FRITAS CORTE CLASICO BULNEZ 120 GRAMOS      ;24
7791720037041;PAPAS FRITAS CORTE CLASICO BULNEZ 250 GRAMOS      ;9
7791720037058;PAPAS FRITAS CORTE CLASICO BULNEZ 450 GRAMOS      ;7
7791720037065;OBLEAS CHOCOLATE BULNEZ X 50 GRS                  ;56
7791720037072;OBLEAS FRUTILLA BULNEZ X 50 GRS                   ;56
7791720037089;OBLEAS NARANJA BULNEZ X 50 GRS                    ;56
7791720037096;OBLEAS VAINILLA BULNEZ X 50 GRS                   ;56
7791720037188;ATUN ACEITE DE OLIVA CARREFOUR SELECTION X 111 GRS;24
7791720037195;BACALAO A LA VIZCAINA CARREFOUR SELECTION X 111 GR;24
7791720037201;BERBERECHOS NATURAL CARREFOUR SELECTION X111 GRS  ;24
7791720037218;CALAMAR SALSA DE TOMATE CARREFOUR SELECTION X 111G;3
7791720037287;AGUA SAB S GAS MANZANA CARREFOUR CLASSIC X 600 CC ;6
7791720037294;AGUA SAB S GAS POMELO CARREFOUR CLASSIC X 600 CC  ;6
7791720037300;AGUA SAB S GAS NARANJA CARREFOUR CLASSIC X 600 CC ;6
7791720037324;AROMATIZADOR AMB CITRIC CARREFOURESSENTIAL X185 G ;12
7791720037348;AROMATIZADOR AMB LAVANDA CARREFOURESSENTIAL X185G ;12
7791720037379;AROMATIZADOR AMB VAINILLA CARREFOURESSENTIAL X185G;12
7791720037485;FIDEOS FETTUCCINI HUEVO CARREFOUR CLASSIC X 500GRS;24
7791720037492;FIDEOS TALLARINES HUEVO CARREFOUR CLASSIC X 500GRS;24
7791720037508;FIDEOS NIDO HUEVO CARREFOUR CLASSIC X 500 GRS     ;24
7791720037515;FIDEOS NIDO HUEVO VERD CARREFOUR CLASSIC X500 GRS ;24
7791720037539;PALITOS DE MAIZ BULNEZ X 250 GRS                  ;12
7791720037706;CARAMELOS DUROS RELLENOS CARREFOUR CLASSIC X 180GR;12
7791720037713;CARAMELOS MAST YOGUR CARREFOUR CLASSIC X 600 GRS  ;12
7791720037768;CARAMELOS DUROS ACIDOS CARREFOUR CLASSIC X 180 GRS;12
7791720037805;CHIPS CHOCO SEMIAMARGO CARREFOUR CLASSIC X 150 GRS;20
7791720037812;SODA CARREFOUR CLASSIC BOT X 600 CC               ;6
7791720037898;TOMATE PELADO CUBETEADO CARREFOUR EXTRA X 400GRS  ;12
7791720037904;TOMATE PERITA CARREFOUR EXTRA X 400GRS            ;12
7791720037911;TOMATE CHERRY CARREFOUR EXTRA LATA X 400 GRS      ;12
7791720037966;JABON LIQ HIPOALERGEN CARREFOUR MY BABY BOT X250CC;21
7791720038024;PALITOS SALADOS BULNEZ X 120 GRS                  ;30
7791720038031;PIZZITOS BULNEZ X 120 GRS                         ;30
7791720038048;PAPAS FRITAS HUEVO CARREFOUR CLASSIC TUBO X 140 GR;20
7791720038086;ACEITUNAS VERDE RELL CARREFOUR CLASSIC DP X 180 GR;12
7791720038093;ACEITUNAS VERDE RODAJA CARREFOUR CLASSIC DP X150GR;12
7791720038109;ACEITUNAS NEGRAS CARREFOUR CLASSIC DP X 180 GRS   ;12
7791720038130;CHOCLO EN GRANOS CARREFOUR LATA X 280 GRS         ;24
7791720038154;JARDINERA 4 LEGUMBRES CARREFOUR CLASSIC X 300 GRM ;24
7791720038161;JARDINERA 3 LEGUMBRES CARREFOUR CLASSIC X 300 GRM ;24
7791720038178;ARVEJAS Y CHOCLO CARREFOUR CLASSIC LATA X 300 GRM ;24
7791720038185;ARVEJAS Y ZANAHORIA CARREFOUR CLASSIC X 300 GRM   ;24
7791720038192;LARGUITAS DE HOJALDRE BULNEZ 150 GRS              ;12
7791720038208;BIZCOCHOS DULCES DE HOJALDRE MEMBRILLO BULNEZ 200 ;12
7791720038215;BIZCOCHOS DULCES DE HOJALDRE BATATA BULNEZ 200 GRS;12
7791720038222;BIZCOCHOS DULCES DE HOJALDRE BULNEZ 150 GRS       ;12
7791720038239;TRIANGULOS DULCES DE HOJALDRE BULNEZ 150 GRS      ;12
7791720038246;MINI TRIANGULITOS DULCES DE HOJALDRE BULNEZ 150 GR;12
7791720038253;COPOS DE MAIZ CARREFOUR CLASSIC X 400 GR          ;10
7791720038260;COPOS DE MAIZ CARREFOUR CLASSIC X 160 GR          ;20
7791720038277;COPOS AZUCARADOS CARREFOUR CLASSIC X 400 GR       ;10
7791720038284;COPOS AZUCARADOS CARREFOUR CLASSIC X 200 GR       ;20
7791720038307;ISOTONICA FRUTAS TROPI CARREFOUR CLASSIC PETX750CC;12
7791720038314;ISOTONICA MANZANA CARREFOUR CLASSIC PET X 750 CC  ;12
7791720038475;AZUCAR IMPALPABLE CARREFOUR CLASSIC SOBRE X 100 GR;24
7791720038482;CANELA MOLIDA CARREFOUR CLASSIC SOBRE X 25 GR     ;30
7791720038505;BIZCOCHOS BISCUITS CHIPS CARREFOUR CLASSIC X 145GR;20
7791720038512;BICARBONATO DE SODIO CARREFOUR CLASSIC X 50 GRS   ;30
7791720038529;POLVO PARA HORNEAR CARREFOUR CLASSIC X 50 GRS     ;30
7791720038536;ESENCIA DE VAINILLA CARREFOUR CLASSIC BOT X 110 CC;24
7791720038697;POLVORONES DE LIMON BULNEZ X 170 GRS              ;22
7791720038703;POLVORONES C CHIPS DE DDL BULNEZ X 150 GRS        ;22
7791720038710;POLVORONES C CHIPS DE CHOCOLATE BULNEZ X 150 GRS  ;22
7791720038727;PALITOS DUCLES SABOR CHOCOLATE X 150 GRS          ;22
7791720038734;PALITOS DULCES SABOR ALMENDRA X 170 GR            ;22
7791720038833;TE NEGRO BULNEZ 25 X UN                           ;32
7791720038864;PAPAS FRITAS TUBO CREMA Y CEBOLLA BULNEZ X 100 GRS;24
7791720038871;PAPAS FRITAS TUBO ORIGINALES BULNEZ X 100 GRS     ;24
7791720038932;LENTEJAS SECAS BULNEZ 400 GRS                     ;12
7791720038970;GALLETITAS TIPO SALVADO BULNEZ PACK X 600 GRS     ;16
7791720038987;GALLETITAS TIPO CRACKERS BULNEZ PACK X 505 GRS    ;16
7791720038994;GALLETITAS TIPO CRACKERS BULNEZ PACK X 303 GRS    ;16
7791720039007;GALLETITAS TIPO SALVADO BULNEZ PACK X 360 GRS     ;16
7791720039090;GALLETITAS CARREFOUR CLASSIC VAINILLA X 120 GRS   ;18
7791720039106;GALLET CHOC RELL VAINILLA CARREFOUR CLASSICX120   ;30
7791720039113;GALLETITAS CHOC BLACK RELL VAINILLA CLASSIC 120GRM;3
7791720039120;GALLET CHOC RELL CHOC CARREFOUR CLASSIC X 120 GR  ;30
7791720039137;GALLETITAS VAI RELL DCE DE LECHE CLASSIC 120 GRM  ;30
7791720039144;GALLET VAINIL RELL FRUTILLA CARREFOUR CLASSICX120G;30
7791720039175;CALDO SABOR CARNE X6 BULNEZ X 6 UNI               ;80
7791720039182;CALDO DE VERDURAS BULNEZ X 6 UNI                  ;80
7791720039199;CALDO SABOR GALLINA BULNEZ X 6 UNI                ;80
7791720039441;GALLETITAS LINO Y QUINOA CARREFOUR CLASSIC X 200 G;30
7791720039502;LENTEJAS SECAS CARREFOUR EXTRA LATAX400 GRS       ;12
7791720039519;ARVEJAS VERDES CARREFOUR EXTRA LATA X 400 GRS     ;10
7791720039588;BOMBON HELADO AMERICANA CARREFOUR CLASSIC X 105 GR;15
7791720039595;BOMBON HELADO DDL CARREFOUR CLASSIC X 105 GR      ;15
7791720039731;GALLETITAS SURTIDO BULNEZ X 300 GRS               ;12
7791720039779;BARRITA ARROZ Y SEM FRUTILLA CLASSIC X 12 GRS     ;48
7791720039786;BARRITA ARROZ Y SEM LIMON CLASSIC X 12 GRS        ;48
7791720039830;FIDEOS TAGLIATELLE NIDO CARREFOUR CLASSIC X 500 GR;12
7791720039847;FIDEOS SPAGHETTI NIDO CARREFOUR CLASSIC X 500 GRS ;12
7791720039878;CARAMELOS RELLENOS MIEL CARREFOUR CLASSIC X 180 GR;12
7791720039892;CARAMELOS DUROS MENTA CARREFOUR CLASSIC X 180 GR  ;12
7791720039946;POSTRE DE MANI CHOCO CARREFOUR CLASSIC X 170 GRS  ;12
7791720039991;GRANOLA MIX DE CEREALES CARREFOUR CLASSIC X 320 GR;20
7791720040003;GRANOLA MIX DE CEREALES CARREFOUR CLASSIC X 1 KG  ;7
7791720040010;CERVEZA RUBIA APOLO PET X 1 LT                    ;6
7791720040119;EDULCORANTE CLASICO BULNEZ SOBRES X 400 UNI       ;6
7791720040270;LIMP P DILUIR PISO LAVANDA ECOPLANET 27 CC        ;150
7791720040287;LIMP P DILUIR PISO LAVANDA ECOPLANET 150 CC       ;45
7791720040294;LIMP P DILUIR PISO COCO VAI ECOPLANET 150 CC      ;45
7791720040300;LIMP P DILUIR PISO COCO VAI ECOPLANET 27 CC       ;3
7791720040317;LIMP P DILUIR COCINA ECOPLANET 100 CC             ;56
7791720040324;LIMP P DILUIR VIDRIO ECOPLANET 100 CC             ;56
7791720040331;LIMP P DILUIR BANO ECOPLANET 100 CC               ;56
7791720040348;LAVAVAJILLA P DILUIR LIMON ECOPLANET 150 CC       ;45
7791720040379;JABON P LAVAR ROPA P DILUIR ECOPLANET 135 CC      ;45
7791720040386;PASTA DE MANI CARREFOUR CLASSIC X 370 GR          ;12
7791720040393;PASTA DE MANI CROCANTE CARREFOUR CLASSIC X 370 GR ;12
7791720040409;PASTA DE MANI CACAO CARREFOUR CLASSIC X 370 GR    ;12
7791720040416;PASTA DE MANI STEVIA CARREFOUR CLASSIC X 370 GR   ;12
7791720040423;GALLETITAS CUB CHOC BCO CARREFOUR EXTRA X 150 GRS ;16
7791720040447;GALLETITAS CUB CHOC LECH CARREFOUR EXTRA X 140 GRS;16
7791720040454;GALLETITAS CUB CHOC NGO CARREFOUR EXTRA X 150 GRS ;16
7791720040508;PAPAS CORTE AMERICANO BULNEZ X 65 GRS             ;30
7791720040515;TE HIERBAS DIGESTIVAS CARREFOUR EXTRA X 20 UNI    ;6
7791720040522;TE FRUTOS ROJOS CARREFOUR EXTRA X 20 UNI          ;6
7791720040539;TE VERDE CON MENTA Y MIEL CARREFOUR EXTRA X 20 UNI;6
7791720040546;TE LIMON MENTA Y JENGIBRE CARREFOUR EXTRA X 20 UNI;6
7791720040560;PAPAS CORTE AMERICANO BULNEZ X 120 GRS            ;24
7791720040577;PAPAS PAY BULNEZ X 70 GRS                         ;30
7791720040607;OBLEAS LIMON BULNEZ X 50 GRS                      ;56
7791720040614;PREMEZCLA PIZZA CARREFOUR CLASSIC X 500 GRS       ;12
7791720040621;PREMEZCLA NOQUIS PAPA CARREFOUR CLASSIC X 400 GRS ;12
7791720040874;GALLETITAS PEPAS BULNEZ BOLSA X 500 GRS           ;10
7791720040881;GALLETITAS PEPAS BULNEZ BOLSA X 250 GRS           ;20
7791720040898;GALLETITAS PEPAS BULNEZ BOLSA X 150 GRS           ;24
7791720041154;REPELENTE SPRAY CARREFOUR EXPERT X 65 CC          ;6
7791720041161;REPELENTE SPRAY CARREFOUR EXPERT X 200 CC         ;6
7791720041178;REPELENTE CREMA EXTRA DUR CARREFOUR EXPERT X 200GR;6
7791720041208;BIZCOCHOS BISCUITS CARREFOUR CLASSIC X 35 GRS     ;24
7791720041239;COMINO MOLIDO CARREFOUR CLASSIC SOBRE X 25 GRS    ;24
7791720041246;MOLINILLO SAL MARINA CARREFOUR EXTRA X 120 GRS    ;12
7791720041444;ACEITE OLIVA E. VIRGEN EXTRA BOTELLA X 500CC      ;12
7791720041628;BIZCOCHUELO S TACC VAI CARREFOUR BOLSA X 500 GRS  ;29
7791720041635;BIZCOCHUELO S TACC CHOCO CARREFOUR BOLSA X 500 GRS;29
7791720041642;MINIPALETA PINTA LENGUA CARREFOUR CLASSIC X 350 GR;12
7791720041659;MINIPALETA FRUTAL CARREFOUR CLASSIC X 350 GRS     ;20
7791720041727;DULCE DE LECHE REPOSTERO BULNEZ X 400 GRS         ;12
7791720041758;POCHOCLO COOKIES CREAM CARREFOUR CLASSIC X 112 G  ;10
7791720041765;POCHOCLO VAINILLA CARREFOUR CLASSIC X 98 GR       ;10
7791720041772;POCHOCLOS CHOCOLATE CARREFOUR CLASSIC X 104 GRS   ;10
7791720041987;PROTECTOR SOLAR CARREFOUR SOFT +45 POMO X 130 CC  ;6
7791720042007;REPUESTO REPELENTE CARREFOUR EXPERT X 200 CC      ;24
7791720042014;CREMA PARA PEINAR ARGAN CARREFOUR SOFT X 300 CC   ;6
7791720042052;SALSA DE SOJA CARREFOUR CLASSIC X 300 CC          ;12
7791720042069;BOLITAS CHOCOLATE BULNEZ X 180 GRS                ;20
7791720042083;AROS DE CEREAL FRUTADO BULNEZ X 160 GRS           ;20
7791720042090;GELATINA SIN SABOR CARREFOUR CLASSIC X 14 GRS     ;144
7791720042106;GELATINA FRUTILLA DIET CARREFOUR CLASSIC X 20 GRS ;108
7791720042137;GELATINA FRUTILLA CARREFOUR CLASSIC X 25 GRS      ;108
7791720042168;GALLETITAS CHIPS CHOCO CARREFOUR CLASSIC X 357 GRS;12
7791720042229;MERLUZA EN ACEITE CARREFOUR CLASSIC X 340 GRS     ;24
7791720042236;MERLUZA AL NATURAL CARREFOUR CLASSIC X 340 GRS    ;24
7791720042298;ESPIRALES REPELENTES CONTRA MOSQUITOS BULNEZ X10 U;48
7791720042304;ESPIRALES REPELENTES CONTRA MOSQUITOS EXPERT X12 U;48
7791720042311;GALLETAS ARROZ SALADAS CARREFOUR CLASSIC X 100 GRS;15
7791720042328;GALLETAS ARROZ SIN SAL CARREFOUR CLASSIC X 100 GRS;15
7791720042441;ACEITUNAS GORDAL C HUESO CARREFOUR EXTRAX 340 GRS ;12
7791720042465;AZUCAR RUBIA ORGANICA CARREFOUR ORGANICO X 1 KG   ;8
7791720042472;GALLETA ARROZ SAL MULT CARREFOUR CLASSIC X 100 GR ;15
7791720042496;GALLETA ARROZ MULT S SAL CARREFOUR CLASSIC X 100GR;15
7791720042502;JABON EN PAN BULNEZ X 150 GR                      ;72
7791720042991;SALSA LISTA POMODORO SICILIANO EXTRA X 330 GRS    ;12
7791720043035;PURE DE TOMATE PASSATA CARREFOUR EXTRA X 520 GRS  ;12
7791720043042;PURE DE TOMATE AMARILLO ITALIANO EXTRA X 520 GRS  ;12
7791720043080;GOMITAS CINTAS PICA FRESA CFR CLASSIC X 100G      ;3
7791720043097;GOMITAS SANDIA CARREFOUR CLASSIC X 100G           ;3
7791720043103;GOMITAS FRESA SILVESTRE CFR CLASSIC X 100G        ;3
7791720043110;GOMITAS FRAMBUESA CARREFOUR CLASSIC X 100G        ;3
7791720043127;GOMITAS SURTIDAS CARREFOUR CLASSIC X 100G         ;3
7791720043226;LIMPIADOR LI QUIDO LAVANDA BULNEZ 900 CC          ;15
7791720043233;LIMPIADOR LI QUIDO PINO BULNEZ 900 CC             ;15
7791720043257;LAVAVAJILLAS LIMON BULNEZ 750 CC                  ;15
7791720043288;LIMPIADOR LIQUIDO MARINA BULNEZ 900 CC            ;15
7791720043332;ACEITE O. VIRGEN CARREFOUR CLASSIC LATAX1 L       ;3
7791720043424;GALLETITAS AVENA Y SEMILLAS BULNEZ X 175 GRS      ;18
7791720043448;GALLETITAS BULNEZ C CHIPS X 133 GRS               ;58
7791720043486;GALLETITAS RELLENAS FRUTILLA BULNEZ X 6U          ;61
7791720043660;CHOCLO Y ARVEJAS CARREFOUR CLASSIC DP X 240 GRS   ;32
7791720043677;ALIMENTO A BASE DE MIEL BULNEZ X 480 GRS          ;18
7791720043738;MINI OBLEAS CHOCO Y AVE CARREFOUR CLASSIC X 100GR ;12
7791720043745;MINI OBLEAS FRUTILLA CARREFOUR CLASSIC X 100 GRS  ;12
7791720043752;MINI OBLEAS VAINILLA CARREFOUR CLASSIC X 100 GRS  ;12
7791720043776;OBLEAS BANANA SPLIT CARREFOUR CLASSIC X 100 GRS   ;30
7791720043783;OBLEAS DULCE DE LECHE CARREFOUR CLASSIC X 100 GRS ;30
7791720043806;FIDEOS RIGATONI CARREFOUR CLASSIC X 500 GRS       ;24
7791720043820;FIDEOS FUSILLI CARREFOUR CLASSIC X 500 GRS        ;24
7791720043844;FIDEOS PENNE RIGATE CARREFOUR CLASSIC X 500 GRS   ;24
7791720043851;FIDEOS SPAGHETTI IMPO CARREFOUR CLASSIC X 500 GRS ;24
7791720043868;FIDEOS LINGUINE CARREFOUR CLASSIC X 500 GRS       ;24
7791720043875;DULCE DE LECHE CLASICO CARREFOUR CLASSIC X 200 GRS;24
7791720043912;TORTILLAS INTEGRALES CARREFOUR CLASSIC X 8 UNI    ;9
7791720044056;CUBANITOS WAFERS CHOCOLATE CARREFOUR EXTRA X 130G ;24
7791720044193;CUBANITOS WAFERS VAINILLA CARREFOUR EXTRAX130 GRS ;24
7791720044254;ALMOHADITAS RELLENAS FRUTILLA BULNEZ X 180 GRS    ;10
7791720044261;ALMOHADITAS RELLENAS LIM N BULNEZ X 180 GRS       ;3
